nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT02923479,COMPLETED,NA,,,INTERVENTIONAL,,32.0,2013-03,2015-09,2015-09,,18 Years,65 Years,RANDOMIZED,NONE
NCT00940979,TERMINATED,NA,,,INTERVENTIONAL,,450.0,2010-01,2011-05,2011-04,,18 Years,,RANDOMIZED,SINGLE
NCT03124979,COMPLETED,NA,,,INTERVENTIONAL,,13.0,2012-01-18,2012-04-10,2012-04-10,,18 Years,40 Years,NA,NONE
NCT07079579,NOT_YET_RECRUITING,PHASE4,,,INTERVENTIONAL,,120.0,2025-08,2027-12,2027-06,,18 Years,75 Years,RANDOMIZED,NONE
NCT03358979,RECRUITING,,,,OBSERVATIONAL,,100.0,2017-12-14,2026-03,2025-12,,18 Years,,,
NCT02062879,TERMINATED,PHASE3,,,INTERVENTIONAL,,20.0,2014-04,2016-06,2016-06,,18 Years,,RANDOMIZED,TRIPLE
NCT06611579,RECRUITING,NA,,,INTERVENTIONAL,,50.0,2025-06-01,2029-10-31,2026-10-31,,18 Years,,NA,NONE
NCT01030679,COMPLETED,PHASE2,,,INTERVENTIONAL,,214.0,2007-07,2008-10,2008-10,,19 Years,,RANDOMIZED,QUADRUPLE
NCT01132079,COMPLETED,NA,,,INTERVENTIONAL,,15.0,2005-03,,,,18 Years,,RANDOMIZED,QUADRUPLE
NCT05554679,TERMINATED,PHASE4,,,INTERVENTIONAL,,178.0,2021-02-01,2023-07-11,2022-12-30,,17 Years,44 Years,RANDOMIZED,NONE
NCT03052179,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2017-08-24,2018-09-11,2018-09-11,,18 Years,,RANDOMIZED,DOUBLE
NCT00700479,COMPLETED,PHASE1,,,INTERVENTIONAL,,20.0,2006-01,2008-06,2008-06,,18 Years,,RANDOMIZED,QUADRUPLE
NCT06576479,RECRUITING,NA,,,INTERVENTIONAL,,50.0,2018-07-10,2025-03,2025-02,,18 Years,90 Years,RANDOMIZED,SINGLE
NCT03223779,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,56.0,2017-10-13,2025-01,2023-01,,18 Years,,NA,NONE
NCT04049279,RECRUITING,NA,,,INTERVENTIONAL,,75.0,2019-01-01,2029-05-01,2026-05-01,,65 Years,,RANDOMIZED,SINGLE
NCT01659879,COMPLETED,NA,,,INTERVENTIONAL,,101.0,2011-01,2011-08,2011-03,,10 Years,105 Years,RANDOMIZED,NONE
NCT05398679,RECRUITING,PHASE4,,,INTERVENTIONAL,,360.0,2022-08-17,2027-12-30,2026-10-30,,18 Years,,RANDOMIZED,NONE
NCT05227079,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2022-05-01,2023-07-30,2022-12-21,,18 Years,,RANDOMIZED,DOUBLE
NCT01414179,UNKNOWN,,,,OBSERVATIONAL,,800.0,2010-10,2011-12,2011-12,,18 Years,69 Years,,
NCT05034679,UNKNOWN,,,,OBSERVATIONAL,,90.0,2021-07-15,2022-10-15,2022-08-15,,18 Years,44 Years,,
NCT03981679,COMPLETED,NA,,,INTERVENTIONAL,,278.0,2018-06-05,2020-01-17,2020-01-17,,18 Years,,NA,NONE
NCT00671879,COMPLETED,PHASE3,,,INTERVENTIONAL,,830.0,2008-04,2009-03,2009-03,,18 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT06560879,ENROLLING_BY_INVITATION,PHASE2,,,INTERVENTIONAL,,120.0,2025-02-01,2026-08-31,2025-12-31,,6 Years,17 Years,RANDOMIZED,TRIPLE
NCT03247179,COMPLETED,NA,,,INTERVENTIONAL,,64.0,2017-09-19,2019-02-15,2018-12-20,,18 Years,65 Years,RANDOMIZED,NONE
NCT06723379,COMPLETED,,,,OBSERVATIONAL,,22.0,2022-11-25,2024-12-01,2024-07-10,,18 Years,55 Years,,
NCT00756379,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,1085.0,2009-03-11,2027-05-31,2027-05-31,,40 Years,,RANDOMIZED,SINGLE
NCT01587079,COMPLETED,PHASE2,,,INTERVENTIONAL,,159.0,2012-04,2012-10,2012-09,,40 Years,80 Years,RANDOMIZED,QUADRUPLE
NCT02276079,COMPLETED,NA,,,INTERVENTIONAL,,39.0,2015-02-17,2016-12-22,2016-12-22,,18 Years,40 Years,RANDOMIZED,SINGLE
NCT06845579,RECRUITING,NA,,,INTERVENTIONAL,,90.0,2025-06-01,2028-02-29,2027-02-28,,18 Years,,NA,NONE
NCT05956379,ENROLLING_BY_INVITATION,NA,,,INTERVENTIONAL,,100.0,2023-08-01,2027-07-31,2027-07-31,,18 Years,70 Years,RANDOMIZED,NONE
NCT01771679,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,29.0,2015-07-01,2024-12-31,2024-04-30,,40 Years,70 Years,NA,NONE
NCT05654779,TERMINATED,PHASE1,,,INTERVENTIONAL,,4.0,2022-12-12,2023-09-26,2023-09-26,,14 Years,60 Years,NA,NONE
NCT02845479,COMPLETED,PHASE3,,,INTERVENTIONAL,,22.0,2018-12-07,2020-12-07,2020-12-01,,18 Years,,NA,NONE
NCT02798679,COMPLETED,,,,OBSERVATIONAL,,40.0,2016-08,2022-09-01,2022-09-01,,45 Years,,,
NCT04046679,UNKNOWN,PHASE4,,,INTERVENTIONAL,,50.0,2019-08-31,2020-08-31,2020-08-31,,20 Years,60 Years,RANDOMIZED,QUADRUPLE
NCT03540979,UNKNOWN,NA,,,INTERVENTIONAL,,100.0,2018-06,2019-12,2019-12,,18 Years,40 Years,RANDOMIZED,NONE
NCT02121379,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2014-05,2015-10,2015-05,,20 Years,,RANDOMIZED,NONE
NCT03291379,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,8.0,2017-05-17,2019-08-03,2019-08-03,,18 Years,,NA,NONE
NCT02666079,UNKNOWN,NA,,,INTERVENTIONAL,,170.0,2017-05-01,2018-12,2018-11,,18 Years,,NA,NONE
NCT02380079,UNKNOWN,PHASE1,,,INTERVENTIONAL,,60.0,2015-02,2023-12,2023-11,,18 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT02744079,COMPLETED,NA,,,INTERVENTIONAL,,11.0,2018-06-22,2020-08-25,2020-08-25,,21 Years,,RANDOMIZED,NONE
NCT01598779,COMPLETED,,,,OBSERVATIONAL,,150.0,2012-06,2014-08,2014-08,,15 Years,45 Years,,
NCT06659679,COMPLETED,,,,OBSERVATIONAL,,26126.0,2024-10-24,2025-03-06,2025-03-06,,50 Years,,,
NCT04461379,UNKNOWN,PHASE3,,,INTERVENTIONAL,,908.0,2020-07-21,2021-01-01,2021-01-01,,18 Years,,RANDOMIZED,TRIPLE
NCT04202679,COMPLETED,PHASE3,,,INTERVENTIONAL,,160.0,2020-01-16,2021-11-22,2021-08-30,,18 Years,80 Years,RANDOMIZED,QUADRUPLE
NCT04950179,COMPLETED,,,,OBSERVATIONAL,,135.0,2021-02-24,2021-04-14,2021-03-11,,18 Years,,,
NCT00314379,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,50.0,2006-04,2007-12,,,55 Years,,RANDOMIZED,DOUBLE
NCT01389479,COMPLETED,PHASE3,,,INTERVENTIONAL,,1000.0,2005-01,2005-05,2005-05,,18 Years,64 Years,RANDOMIZED,DOUBLE
NCT02047279,COMPLETED,NA,,,INTERVENTIONAL,,120.0,2014-09,2017-09,2017-09,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT05128279,UNKNOWN,,,,OBSERVATIONAL,,150.0,2020-10-28,2023-03-18,2023-03,,18 Years,,,
NCT06062979,ENROLLING_BY_INVITATION,,,,OBSERVATIONAL,,180.0,2023-11-01,2025-06-30,2025-06-30,,18 Years,,,
NCT01874379,UNKNOWN,NA,,,INTERVENTIONAL,,225.0,2012-12,,2014-06,,18 Years,,RANDOMIZED,NONE
NCT01948479,UNKNOWN,NA,,,INTERVENTIONAL,,20.0,2014-01,2015-01,2015-01,,30 Years,,RANDOMIZED,NONE
NCT05709379,ENROLLING_BY_INVITATION,NA,,,INTERVENTIONAL,,25.0,2023-01-02,2024-08-31,2023-09-30,,20 Years,45 Years,RANDOMIZED,NONE
NCT02568579,COMPLETED,,,,OBSERVATIONAL,,85.0,2015-01,2017-12,2017-11,,18 Years,45 Years,,
NCT06670079,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,30.0,2025-09-01,2027-04-30,2026-11-30,,18 Years,,NA,NONE
NCT02104479,UNKNOWN,,,,OBSERVATIONAL,,200.0,2014-03-31,2020-12-31,2020-12-31,,18 Years,,,
NCT05678179,COMPLETED,NA,,,INTERVENTIONAL,,50.0,2023-02-06,2024-03-27,2024-03-27,,18 Years,80 Years,RANDOMIZED,NONE
NCT04681079,COMPLETED,,,,OBSERVATIONAL,,14.0,2021-05-04,2022-01-18,2021-11-22,,18 Years,,,
NCT02298179,COMPLETED,PHASE1,,,INTERVENTIONAL,,288.0,2014-12-19,2017-03-27,2017-03-27,,18 Years,45 Years,RANDOMIZED,QUADRUPLE
NCT03249779,COMPLETED,NA,,,INTERVENTIONAL,,8.0,2016-12,2018-06,2018-06,,18 Years,,NA,NONE
NCT06917079,RECRUITING,PHASE1,,,INTERVENTIONAL,,287.0,2025-03-31,2029-09,2027-08,,18 Years,,NON_RANDOMIZED,NONE
NCT01932879,COMPLETED,NA,,,INTERVENTIONAL,,35.0,2013-07,2016-04,2016-04,,25 Years,75 Years,RANDOMIZED,DOUBLE
NCT04476979,COMPLETED,PHASE2,,,INTERVENTIONAL,,453.0,2020-07-16,2021-08-11,2021-06-01,,18 Years,,RANDOMIZED,NONE
NCT03338179,COMPLETED,NA,,,INTERVENTIONAL,,120.0,2011-02-08,2016-05-23,2016-05-23,,18 Years,,RANDOMIZED,NONE
NCT00320879,COMPLETED,PHASE4,,,INTERVENTIONAL,,52.0,2003-09,2004-11,,,18 Years,,RANDOMIZED,DOUBLE
NCT06905379,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2025-05-01,2026-01-01,2025-11-01,,25 Years,35 Years,RANDOMIZED,DOUBLE
NCT07075679,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,8000.0,2025-08-04,2028-08-03,2028-08-03,,45 Years,69 Years,NA,NONE
NCT00418379,COMPLETED,PHASE3,,,INTERVENTIONAL,,633.0,2006-12,2011-09,2010-08,,18 Years,50 Years,RANDOMIZED,DOUBLE
NCT00787579,COMPLETED,NA,,,INTERVENTIONAL,,135.0,2003-04,,2008-04,,8 Years,13 Years,RANDOMIZED,NONE
NCT05730179,COMPLETED,NA,,,INTERVENTIONAL,,24.0,2023-02-15,2023-04-21,2023-04-17,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT00134979,COMPLETED,PHASE4,,,INTERVENTIONAL,,847.0,2004-10,2005-11,2005-11,,40 Years,,RANDOMIZED,DOUBLE
NCT00214279,COMPLETED,NA,,,INTERVENTIONAL,,32.0,2002-05,2007-11,2007-11,,55 Years,,RANDOMIZED,NONE
NCT00683579,COMPLETED,,,,OBSERVATIONAL,,220.0,2007-12,2013-06,2013-06,,18 Years,24 Years,,
NCT03633279,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,96.0,2018-06-22,2025-09-10,2024-01-10,,18 Years,75 Years,RANDOMIZED,TRIPLE
NCT06147479,COMPLETED,NA,,,INTERVENTIONAL,,16.0,2023-11-03,2024-06-21,2024-06-21,,,,RANDOMIZED,SINGLE
NCT00475579,COMPLETED,PHASE4,,,INTERVENTIONAL,,280.0,2006-03,2006-10,,,18 Years,90 Years,RANDOMIZED,NONE
NCT00699179,COMPLETED,,,,OBSERVATIONAL,,2308.0,2008-06,2009-09,2009-09,,18 Years,,,
NCT00038779,TERMINATED,NA,,,INTERVENTIONAL,,7.0,1996-08-14,2004-09-20,2004-09-20,,,49 Years,NON_RANDOMIZED,NONE
NCT00361179,COMPLETED,,,,OBSERVATIONAL,,320.0,2006-05,2011-12,,,18 Years,,,
NCT04103879,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,30.0,2020-11-13,2026-02,2026-02,,18 Years,70 Years,NA,NONE
NCT01325779,WITHDRAWN,NA,,,INTERVENTIONAL,,,2011-03,2013-05,2013-02,,18 Years,,RANDOMIZED,SINGLE
NCT03378479,COMPLETED,PHASE4,,,INTERVENTIONAL,,88.0,2017-12-27,2021-03-30,2020-03-31,,18 Years,,RANDOMIZED,NONE
NCT04131179,COMPLETED,NA,,,INTERVENTIONAL,,684.0,2019-11-05,2023-02-28,2022-09-08,,12 Years,18 Years,RANDOMIZED,SINGLE
NCT05939479,COMPLETED,,,,OBSERVATIONAL,,644.0,2018-01-01,2023-06-01,2023-05-01,,,,,
NCT04101279,UNKNOWN,NA,,,INTERVENTIONAL,,120.0,2018-04-01,2019-12,2019-10,,21 Years,80 Years,RANDOMIZED,NONE
NCT01896479,UNKNOWN,PHASE4,,,INTERVENTIONAL,,247.0,2014-12,2023-12,2020-07,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04072679,COMPLETED,PHASE1,,,INTERVENTIONAL,,50.0,2018-10-11,2020-11-11,2020-03-31,,18 Years,75 Years,NA,NONE
NCT00709579,UNKNOWN,PHASE3,,,INTERVENTIONAL,,60.0,2008-06,2010-08,2010-08,,50 Years,,RANDOMIZED,DOUBLE
NCT00524979,COMPLETED,,,,OBSERVATIONAL,,60.0,2007-10,2007-11,,,18 Years,60 Years,,
NCT04623879,COMPLETED,,,,OBSERVATIONAL,,13.0,2016-12-29,2020-02-26,2019-07-30,,18 Years,99 Years,,
NCT00872079,TERMINATED,NA,,,INTERVENTIONAL,,175.0,2008-09,2011-09,2011-09,,18 Years,,NA,NONE
NCT00886379,COMPLETED,PHASE2,,,INTERVENTIONAL,,597.0,2009-01,2009-03,2009-03,,9 Years,11 Years,RANDOMIZED,DOUBLE
NCT02354079,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,435.0,2016-01-07,2032-01-07,2022-01-07,,,,NA,NONE
NCT06445179,RECRUITING,NA,,,INTERVENTIONAL,,224.0,2025-04-16,2027-06,2027-06,,18 Years,,RANDOMIZED,NONE
NCT00578279,COMPLETED,PHASE4,,,INTERVENTIONAL,,20.0,2007-03,2009-06,2009-06,,18 Years,,RANDOMIZED,DOUBLE
NCT03482479,RECRUITING,PHASE2,,,INTERVENTIONAL,,36.0,2019-02-04,2025-12-31,2025-12-31,,18 Years,,RANDOMIZED,QUADRUPLE
NCT05403879,COMPLETED,NA,,,INTERVENTIONAL,,10.0,2022-03-23,2023-12-30,2023-12-30,,18 Years,50 Years,NA,NONE
NCT04275479,TERMINATED,,,,OBSERVATIONAL,,11.0,2020-01-10,2022-12-30,2022-12-30,,3 Years,,,
NCT06829979,RECRUITING,NA,,,INTERVENTIONAL,,8.0,2025-05-23,2025-12-31,2025-09-30,,18 Years,99 Years,NA,NONE
NCT02484079,COMPLETED,NA,,,INTERVENTIONAL,,429.0,2015-05-18,2022-12-31,2020-05-20,,40 Years,,RANDOMIZED,NONE
NCT06283979,RECRUITING,PHASE2,,,INTERVENTIONAL,,60.0,2025-06-15,2025-12-01,2025-12-01,,18 Years,,RANDOMIZED,NONE
NCT00003279,COMPLETED,PHASE3,,,INTERVENTIONAL,,500.0,1998-03,,2000-01,,18 Years,,RANDOMIZED,
NCT05631379,COMPLETED,,,,OBSERVATIONAL,,100.0,2022-12-02,2024-04-04,2024-04-04,,18 Years,,,
NCT03972579,COMPLETED,NA,,,INTERVENTIONAL,,64.0,2019-05-15,2021-07-01,2021-02-15,,18 Years,69 Years,RANDOMIZED,DOUBLE
NCT06026579,RECRUITING,,,,OBSERVATIONAL,,150.0,2023-10-04,2026-06,2025-06,,18 Years,,,
NCT01427179,ENROLLING_BY_INVITATION,,,,OBSERVATIONAL,,2000.0,2011-05,2030-12,2028-12,,18 Years,,,
NCT00406679,COMPLETED,PHASE3,,,INTERVENTIONAL,,135.0,2006-11,2007-10,2007-10,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT03048279,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,1500.0,2001-09-05,2026-09-01,2026-09-01,,,,,
NCT04840979,RECRUITING,PHASE2,,,INTERVENTIONAL,,250.0,2021-05-11,2026-12,2026-12,,50 Years,,NON_RANDOMIZED,NONE
NCT01345279,COMPLETED,,,,OBSERVATIONAL,,1.0,2009-06,2009-07,2009-07,,21 Years,,,
NCT02175979,COMPLETED,NA,,,INTERVENTIONAL,,280.0,2014-08,2017-12-31,2017-03-20,,18 Years,,RANDOMIZED,QUADRUPLE
NCT01493479,COMPLETED,PHASE2,,,INTERVENTIONAL,,76.0,2007-06-06,2015-11-06,2011-01,,18 Years,,NA,NONE
NCT04349579,ACTIVE_NOT_RECRUITING,PHASE4,,,INTERVENTIONAL,,35.0,2018-11-15,2023-12-15,2023-12-15,,18 Years,35 Years,RANDOMIZED,QUADRUPLE
NCT04291079,COMPLETED,PHASE1,,,INTERVENTIONAL,,112.0,2020-04-23,2025-04-14,2025-04-14,,18 Years,,NON_RANDOMIZED,NONE
NCT01802879,COMPLETED,PHASE2,,,INTERVENTIONAL,,9.0,2013-06-24,2018-11-19,2018-11-19,,,,NA,NONE
NCT01779479,COMPLETED,PHASE2,,,INTERVENTIONAL,,333.0,2013-02,2016-02,2015-08,,18 Years,,RANDOMIZED,NONE
NCT05793879,RECRUITING,NA,,,INTERVENTIONAL,,40.0,2023-05-02,2026-03,2025-12,,18 Years,80 Years,RANDOMIZED,NONE
NCT01714479,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2012-10,2013-11,2013-11,,18 Years,39 Years,RANDOMIZED,TRIPLE
NCT05110079,UNKNOWN,,,,OBSERVATIONAL,,75.0,2021-06-02,2023-03-31,2022-12-31,,18 Years,100 Years,,
NCT02494479,COMPLETED,PHASE2,,,INTERVENTIONAL,,115.0,2015-08,2016-05,2016-04,,18 Years,,RANDOMIZED,TRIPLE
NCT03810079,RECRUITING,NA,,,INTERVENTIONAL,,16.0,2019-08-01,2024-12,2024-12,,16 Years,75 Years,RANDOMIZED,QUADRUPLE
NCT04025879,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,461.0,2019-11-05,2027-07-30,2023-07-26,,18 Years,,RANDOMIZED,DOUBLE
NCT01910779,UNKNOWN,NA,,,INTERVENTIONAL,,154.0,2013-05,2014-04,2014-03,,18 Years,90 Years,RANDOMIZED,NONE
NCT03962179,UNKNOWN,NA,,,INTERVENTIONAL,,20.0,2019-09-22,2021-11-30,2020-11-30,,18 Years,,NA,NONE
NCT04877379,COMPLETED,PHASE1,,,INTERVENTIONAL,,53.0,2021-06-08,2021-11-10,2021-11-10,,18 Years,55 Years,RANDOMIZED,DOUBLE
NCT05627479,WITHDRAWN,PHASE2,,,INTERVENTIONAL,,,2024-12-01,2027-01-01,2026-01-01,,18 Years,,RANDOMIZED,NONE
NCT03956979,COMPLETED,PHASE2,,,INTERVENTIONAL,,89.0,2019-07-22,2024-03-21,2024-03-07,,18 Years,85 Years,RANDOMIZED,QUADRUPLE
NCT04496479,RECRUITING,PHASE2,,,INTERVENTIONAL,,12.0,2022-03-11,2026-08-07,2026-02-22,,18 Years,70 Years,NA,NONE
NCT04605679,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,31.0,2020-05-06,2025-12,2025-12,,18 Years,,NA,NONE
NCT04358679,COMPLETED,NA,,,INTERVENTIONAL,,44.0,2019-09-01,2020-01-10,2019-12-30,,25 Years,45 Years,RANDOMIZED,NONE
NCT04842279,UNKNOWN,,,,OBSERVATIONAL,,300.0,2021-04-20,2022-04-20,2021-07-20,,18 Years,100 Years,,
NCT06709079,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,60.0,2024-12,2026-09,2025-12,,18 Years,65 Years,NA,NONE
NCT01564979,UNKNOWN,PHASE2,,,INTERVENTIONAL,,26.0,2012-04,2012-12,2012-09,,20 Years,70 Years,RANDOMIZED,DOUBLE
NCT02237079,COMPLETED,PHASE4,,,INTERVENTIONAL,,17.0,2014-12,2018-04,2018-04,,50 Years,60 Years,RANDOMIZED,DOUBLE
NCT00898079,COMPLETED,,,,OBSERVATIONAL,,2545.0,2003-10-13,2018-06-30,2018-06-30,,,30 Years,,
NCT01102179,COMPLETED,,,,OBSERVATIONAL,,196.0,2010-04,2014-07,2014-07,,21 Years,,,
NCT01297179,COMPLETED,PHASE1,,,INTERVENTIONAL,,30.0,2008-10,2009-03,2009-03,,18 Years,45 Years,RANDOMIZED,TRIPLE
NCT04944979,RECRUITING,PHASE3,,,INTERVENTIONAL,,30.0,2021-03-31,2026-10-30,2026-04-30,,2 Years,16 Years,NA,NONE
NCT00944879,UNKNOWN,,,,OBSERVATIONAL,,1400.0,2009-08,2011-02,2011-02,,12 Years,17 Years,,
NCT06885879,RECRUITING,,,,OBSERVATIONAL,,15.0,2025-04-08,2028-07-31,2027-07-31,,18 Years,,,
NCT00211679,UNKNOWN,PHASE2,,,INTERVENTIONAL,,40.0,2004-06,2007-06,,,18 Years,,RANDOMIZED,DOUBLE
NCT04469179,UNKNOWN,PHASE1,,,INTERVENTIONAL,,21.0,2020-08-20,2021-11,2021-02-25,,18 Years,60 Years,RANDOMIZED,QUADRUPLE
NCT05267379,RECRUITING,,,,OBSERVATIONAL,,700.0,2022-03-01,2027-12-01,2027-12-01,,18 Years,,,
NCT01308879,COMPLETED,NA,,,INTERVENTIONAL,,356.0,2004-05,2009-06,2008-12,,11 Years,18 Years,RANDOMIZED,NONE
NCT01047579,COMPLETED,PHASE4,,,INTERVENTIONAL,,51.0,2010-04,2012-01,2012-01,,50 Years,,NA,NONE
NCT01068379,COMPLETED,PHASE3,,,INTERVENTIONAL,,86.0,2006-07,,2009-01,,,,RANDOMIZED,SINGLE
NCT01605279,COMPLETED,PHASE2,,,INTERVENTIONAL,,127.0,2010-09,2012-10,2012-10,,,12 Hours,RANDOMIZED,TRIPLE
NCT03542279,COMPLETED,NA,,,INTERVENTIONAL,,70.0,2020-11-25,2024-09-12,2022-12-12,,14 Years,65 Years,RANDOMIZED,SINGLE
NCT04699279,RECRUITING,NA,,,INTERVENTIONAL,,300.0,2021-01-01,2024-12-31,2024-12-31,,18 Years,85 Years,RANDOMIZED,TRIPLE
NCT00358579,COMPLETED,PHASE3,,,INTERVENTIONAL,,727.0,2006-03,2010-01,2009-01,,17 Years,,RANDOMIZED,DOUBLE
NCT02285179,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,189.0,2014-11,2022-05-01,2022-05-01,,18 Years,,RANDOMIZED,TRIPLE
NCT01124279,COMPLETED,PHASE1,,,INTERVENTIONAL,,43.0,2010-05,2010-10,2010-08,,18 Years,55 Years,RANDOMIZED,NONE
NCT02153879,COMPLETED,PHASE4,,,INTERVENTIONAL,,30.0,2009-02,2013-12,2011-12,,30 Years,70 Years,RANDOMIZED,NONE
NCT05507879,RECRUITING,,,,OBSERVATIONAL,,300.0,2022-09-26,2027-09-01,2026-09-01,,18 Years,,,
NCT01432379,COMPLETED,,,,OBSERVATIONAL,,1168.0,2011-09-09,2015-05-12,2015-05-12,,18 Years,,,
NCT03240679,TERMINATED,NA,,,INTERVENTIONAL,,3.0,2017-03-22,2017-06-20,2017-06-20,,18 Years,,RANDOMIZED,NONE
NCT01705379,WITHDRAWN,,,,OBSERVATIONAL,,,2013-03,2016-04,2016-04,,2 Years,,,
NCT01207479,COMPLETED,NA,,,INTERVENTIONAL,,28.0,2010-09,2010-11,2010-11,,18 Years,,NA,NONE
NCT01320579,COMPLETED,PHASE2,,,INTERVENTIONAL,,159.0,2011-03,2012-06,2012-06,,18 Years,,RANDOMIZED,DOUBLE
NCT00029679,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,280.0,2000-09,2005-07,,,16 Years,75 Years,RANDOMIZED,
NCT00147979,COMPLETED,NA,,,INTERVENTIONAL,,596.0,2004-04,2013-08,2009-01,,18 Years,,RANDOMIZED,DOUBLE
NCT00227279,COMPLETED,PHASE3,,,INTERVENTIONAL,,634.0,2004-10,2009-09,2009-09,,18 Years,65 Years,RANDOMIZED,TRIPLE
NCT02069379,COMPLETED,PHASE4,,,INTERVENTIONAL,,42.0,2014-07,2017-09,2017-03-24,,18 Years,40 Years,RANDOMIZED,TRIPLE
NCT06090279,WITHDRAWN,NA,,,INTERVENTIONAL,,,2025-01,2025-07,2025-07,,18 Years,,NA,NONE
NCT02780479,TERMINATED,PHASE4,,,INTERVENTIONAL,,6.0,2017-03-20,2017-08-29,2017-08-29,,2 Years,18 Years,RANDOMIZED,NONE
NCT02281279,WITHDRAWN,PHASE1|PHASE2,,,INTERVENTIONAL,,,2016-10,,2020-10,,18 Years,,NA,NONE
NCT06703879,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,1000.0,2024-11-20,2025-06-30,2025-03-30,,18 Years,80 Years,,
NCT03192579,COMPLETED,PHASE4,,,INTERVENTIONAL,,50.0,2013-07-26,2017-06-02,2017-06-02,,20 Years,85 Years,RANDOMIZED,DOUBLE
NCT05843279,COMPLETED,NA,,,INTERVENTIONAL,,200.0,2023-07-01,2023-11-01,2023-07-01,,7 Days,31 Days,RANDOMIZED,TRIPLE
NCT02382679,TERMINATED,NA,,,INTERVENTIONAL,,20.0,2015-03,2016-05,2016-05,,11 Years,22 Years,RANDOMIZED,QUADRUPLE
NCT05979779,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,219.0,2023-09-05,2025-06,2025-01-21,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04085679,TERMINATED,,,,OBSERVATIONAL,,13.0,2020-01-15,2020-12-30,2020-12-30,,,,,
NCT06311279,RECRUITING,NA,,,INTERVENTIONAL,,20.0,2024-03-05,2025-03-20,2025-01-01,,18 Years,80 Years,RANDOMIZED,DOUBLE
NCT04495179,COMPLETED,PHASE2,,,INTERVENTIONAL,,30.0,2020-08-04,2022-08-08,2021-11-01,,18 Years,150 Years,NON_RANDOMIZED,NONE
NCT04145479,UNKNOWN,NA,,,INTERVENTIONAL,,12.0,2021-03-01,2023-12,2023-12,,18 Years,50 Years,RANDOMIZED,NONE
NCT01143779,COMPLETED,PHASE1,,,INTERVENTIONAL,,3.0,2010-06,2021-12-27,2021-12-27,,18 Years,,NA,NONE
NCT05373979,COMPLETED,,,,OBSERVATIONAL,,212.0,2019-04-02,2024-05-30,2024-05-30,,9 Years,17 Years,,
NCT03776279,UNKNOWN,PHASE2,,,INTERVENTIONAL,,106.0,2018-04-02,2020-12-30,2020-12-30,,18 Years,,NA,NONE
NCT01822379,WITHDRAWN,PHASE2|PHASE3,,,INTERVENTIONAL,,,2010-05,2012-07,2011-07,,18 Years,65 Years,NA,TRIPLE
NCT02547779,COMPLETED,NA,,,INTERVENTIONAL,,10421.0,2015-10-01,2017-06-30,2017-06-30,,18 Years,,RANDOMIZED,SINGLE
NCT03310879,RECRUITING,PHASE2,,,INTERVENTIONAL,,38.0,2017-11-21,2026-04-30,2025-09-01,,18 Years,,NON_RANDOMIZED,NONE
NCT00000279,COMPLETED,PHASE2,,,INTERVENTIONAL,,,1994-09,1999-08,1999-08,,18 Years,,,
NCT02692079,COMPLETED,NA,,,INTERVENTIONAL,,25.0,2014-02,2014-11,2014-09,,26 Years,59 Years,RANDOMIZED,DOUBLE
NCT05754879,COMPLETED,,,,OBSERVATIONAL,,479.0,2019-02-01,2022-12-31,2021-12-31,,,3 Weeks,,
NCT05397379,COMPLETED,PHASE2,,,INTERVENTIONAL,,68.0,2021-11-15,2023-09-05,2023-09-05,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
